
1.375	1.640625	0.640625
1.375	1.640625	-1.046875
1.375	1.640625	-0.09375
1.375	1.640625	0.21875
1.375	1.640625	0.09375
1.375	1.640625	-1.21875
1.375	1.640625	1.90625
1.375	1.640625	1.90625
1.375	1.640625	0.515625
1.375	1.640625	0.515625
1.375	1.640625	1.46875
1.375	1.640625	1.46875
1.375	1.640625	-0.28125
1.375	1.640625	-0.28125
1.375	1.640625	1.765625
1.375	1.640625	1.765625
1.375	1.640625	0.09375
1.375	1.640625	0.09375
1.9375	1.640625	-1.71875
1.9375	1.640625	-1.71875
1.9375	1.640625	0.203125
1.9375	1.640625	0.203125
1.9375	1.640625	1.90625
1.9375	1.640625	1.90625
1.9375	1.640625	-1.15625
1.9375	1.640625	-1.15625
1.9375	1.640625	-0.65625
1.9375	1.640625	-0.65625
1.953125	1.640625	-0.21875
1.953125	1.640625	-0.21875
1.9375	1.640625	0.78125
1.9375	1.640625	0.78125
1.9375	1.640625	0.78125
1.9375	1.640625	0.78125
1.953125	1.640625	1.28125
1.953125	1.640625	1.28125
1.9375	1.640625	1.96875
1.9375	1.640625	1.96875
1.9375	1.640625	1.96875
1.9375	1.640625	1.96875
1.953125	1.640625	1.96875
1.953125	1.640625	1.96875
1.9375	1.640625	1.96875
1.9375	1.640625	1.96875
1.9375	1.640625	1.28125
1.9375	1.640625	1.28125
1.953125	1.640625	0.78125
1.953125	1.640625	0.78125
1.9375	1.640625	0.28125
1.9375	1.640625	0.28125
1.9375	1.640625	0.28125
1.9375	1.640625	0.28125
1.953125	1.640625	-0.21875
1.953125	1.640625	-0.21875
1.9375	1.640625	-0.65625
1.9375	1.640625	-0.65625
